Exection latency (s)
0.018541336059570312
0.004800081253051758
0.004532814025878906
0.005957365036010742
0.0053730010986328125
0.007439851760864258
0.00474858283996582
0.0048084259033203125
0.00545048713684082
0.004740476608276367
0.004743337631225586
0.007422924041748047
0.006345033645629883
0.004743099212646484
0.0073184967041015625
0.006653308868408203
0.005120515823364258
0.0055387020111083984
0.0056743621826171875
0.00685572624206543
0.010497570037841797
0.006758451461791992
0.010483741760253906
0.007781267166137695
0.006265163421630859
0.006984710693359375
0.0067484378814697266
0.0059239864349365234
0.0049402713775634766
0.004767656326293945
0.007721662521362305
0.005873918533325195
0.0054738521575927734
0.004064083099365234
0.004150867462158203
0.0036437511444091797
0.004514932632446289
0.005249500274658203
0.0059735774993896484
0.005427837371826172
0.0038831233978271484
0.0029973983764648438
0.0035271644592285156
0.004215717315673828
0.005045652389526367
0.0036776065826416016
0.0046291351318359375
0.003938436508178711
0.004964113235473633
0.008719205856323242
